[from, to, relation, date]
["57074933189", "51352605215", "OFFSPRING", "2009-05-30"]
["68457066061", "71477117859", "OFFSPRING", "1979-03-06"]
["92637325775", "97224291214", "SIBLING", "1975-04-12"]
["27829673848", "19952263664", "PARENT", "2019-08-28"]
["39778750260", "40379122367", "SPOUSE", "1981-03-20"]
["46091309461", "55789494292", "SIBLING", "1983-11-17"]
["62682190910", "92637325775", "OFFSPRING", "2012-04-11"]
["93395191107", "46730468386", "SIBLING", "2008-12-02"]
["88999167612", "49737196131", "PARENT", "2012-05-19"]
["87118262521", "45892798683", "SPOUSE", "1976-02-28"]
["89099625554", "68243571508", "SPOUSE", "2001-08-23"]
["19081257821", "84320556439", "SPOUSE", "2016-07-28"]
["82526933183", "46730468386", "SPOUSE", "2003-03-18"]
["59095165555", "51074823863", "SPOUSE", "2004-01-08"]
["74538292115", "87474057898", "SPOUSE", "1970-02-26"]
["19769920845", "67245716854", "PARENT", "1999-12-30"]
["42167291116", "86778582069", "SPOUSE", "1981-09-16"]
["51481148599", "64675292699", "SIBLING", "1970-07-05"]
["19769920845", "30937646422", "SIBLING", "1975-12-13"]
["80309559746", "59095165555", "SPOUSE", "1973-02-18"]
["81041355243", "56564771843", "SPOUSE", "1970-09-13"]
["97224291214", "21840356076", "SPOUSE", "2019-12-08"]
["33471662463", "40119347287", "SPOUSE", "1978-12-29"]
["76465777888", "56564771843", "PARENT", "1987-07-20"]
["90766043717", "68457066061", "SIBLING", "1980-03-26"]
["69568323150", "50534322010", "OFFSPRING", "2016-02-20"]
["58814184889", "93325550487", "SPOUSE", "2004-11-29"]
["51074823863", "30422525320", "SPOUSE", "1986-03-14"]
["82526933183", "71477117859", "SPOUSE", "1972-04-30"]
["93395191107", "81041355243", "PARENT", "2008-11-06"]
["77888219035", "87179915573", "OFFSPRING", "2004-05-04"]
["61082455547", "31937916488", "OFFSPRING", "1992-04-19"]
["86491215045", "22319008932", "SIBLING", "1977-08-22"]
["68243571508", "71477117859", "OFFSPRING", "1975-11-22"]
["30422525320", "33446405930", "OFFSPRING", "1971-02-05"]
["51352605215", "81041355243", "SPOUSE", "2013-03-25"]
["21840356076", "93395191107", "SPOUSE", "1996-04-18"]
["88999167612", "64675292699", "PARENT", "1978-09-06"]
["30422525320", "90792622874", "PARENT", "1985-12-09"]
["46730468386", "48070356279", "OFFSPRING", "2019-04-26"]
["93325550487", "31190689286", "SPOUSE", "2012-12-06"]
["77132792314", "31937916488", "SPOUSE", "2005-10-23"]
["33471662463", "42043377667", "OFFSPRING", "1978-07-14"]
["10969146971", "93395191107", "OFFSPRING", "1982-04-26"]
["15292535857", "93395191107", "PARENT", "1998-02-02"]
["90792622874", "33553765741", "PARENT", "2009-09-19"]
["18536238376", "90857258083", "OFFSPRING", "1987-04-18"]
["21840356076", "48070356279", "OFFSPRING", "2018-04-11"]
["33446405930", "40379122367", "SIBLING", "2000-01-02"]
["87179915573", "31744245149", "SIBLING", "2013-01-23"]
["90857258083", "59095165555", "OFFSPRING", "1998-09-18"]
["27829673848", "56564771843", "SIBLING", "2018-08-14"]
["48070356279", "86491215045", "SIBLING", "1970-03-01"]
["50534322010", "22319008932", "SIBLING", "2014-01-16"]
["81479111671", "67320326336", "SIBLING", "1971-09-01"]
["77888219035", "51352605215", "SPOUSE", "2007-09-18"]
["51074823863", "68243571508", "OFFSPRING", "1978-04-26"]
["31190689286", "31937916488", "OFFSPRING", "1986-10-31"]
["95975015130", "55789494292", "SPOUSE", "1983-10-11"]
["80309559746", "16867894969", "PARENT", "1996-12-08"]
["19952263664", "11825927551", "PARENT", "1974-04-04"]
["15292535857", "42167291116", "SPOUSE", "2018-10-22"]
["95975015130", "27829673848", "PARENT", "1978-08-19"]
["45892798683", "49737196131", "SPOUSE", "2006-04-03"]
["27829673848", "77132792314", "SIBLING", "1976-05-02"]
["60998193625", "76468328120", "SIBLING", "1983-10-31"]
["10969146971", "84320556439", "OFFSPRING", "2009-05-18"]
["51481148599", "87179915573", "PARENT", "2011-05-14"]
["46091309461", "61082455547", "OFFSPRING", "1978-06-27"]
["36763226184", "33471662463", "SIBLING", "2008-10-31"]
["16867894969", "70232533224", "SPOUSE", "2014-11-14"]
["60998193625", "46519294740", "SPOUSE", "2007-04-14"]
["71477117859", "22824903205", "SIBLING", "2015-06-10"]
["36191272611", "68243571508", "SPOUSE", "2012-02-09"]
["75670892400", "70232533224", "OFFSPRING", "2008-03-15"]
["42167291116", "11825927551", "OFFSPRING", "1975-08-05"]
["18536238376", "82410881555", "OFFSPRING", "1984-11-07"]
["71477117859", "81479111671", "SIBLING", "2015-05-11"]
["86778582069", "36763226184", "SIBLING", "1999-04-28"]
["39778750260", "95975015130", "SPOUSE", "2007-08-11"]
["15292535857", "51481148599", "SPOUSE", "2015-07-20"]
["40119347287", "10318184959", "PARENT", "1999-09-25"]
["81041355243", "85113697370", "SIBLING", "1970-02-17"]
["21840356076", "40119347287", "SPOUSE", "2017-01-17"]
["33446405930", "65024499608", "SIBLING", "1976-10-23"]
["81041355243", "19952263664", "PARENT", "1989-01-08"]
["68243571508", "87118262521", "SPOUSE", "2003-03-03"]
["87179915573", "62682190910", "OFFSPRING", "1990-10-25"]
["55059926183", "48070356279", "SIBLING", "1993-02-09"]
["51352605215", "40119347287", "SIBLING", "2000-06-12"]
["60998193625", "90792622874", "SPOUSE", "1978-10-10"]
["92132521081", "31937916488", "SIBLING", "2011-05-30"]
["36763226184", "67245716854", "SIBLING", "2019-07-18"]
["89501156330", "36763226184", "SPOUSE", "1987-05-24"]
["87118262521", "84320556439", "SIBLING", "1978-07-07"]
["89099625554", "95975015130", "SIBLING", "2000-07-02"]
["81041355243", "49737196131", "OFFSPRING", "1988-02-05"]
["90208511396", "93395191107", "OFFSPRING", "2001-04-17"]
["45892798683", "51352605215", "OFFSPRING", "1971-06-01"]
["65024499608", "19769920845", "SIBLING", "1970-01-10"]
["69191273419", "22319008932", "PARENT", "1974-04-30"]
["85113697370", "51074823863", "SIBLING", "1978-08-01"]
["87179915573", "75899312417", "SPOUSE", "2017-07-27"]
["47674564865", "81041355243", "OFFSPRING", "2016-09-13"]
["46091309461", "69568323150", "SIBLING", "2008-08-10"]
["67245716854", "19081257821", "PARENT", "2014-03-11"]
["11825927551", "46519294740", "PARENT", "2013-08-01"]
["51074823863", "60998193625", "SPOUSE", "2004-12-02"]
["77132792314", "19081257821", "SIBLING", "1981-07-26"]
["72309449583", "30422525320", "SPOUSE", "2018-05-10"]
["75899312417", "46730468386", "SPOUSE", "1976-01-04"]
["82526933183", "19652613981", "PARENT", "1991-11-25"]
["89099625554", "74538292115", "SPOUSE", "1972-02-29"]
["89099625554", "22319008932", "SIBLING", "2010-06-18"]
["85113697370", "76465777888", "SPOUSE", "2014-03-14"]
["69191273419", "89099625554", "SIBLING", "1980-04-03"]
["92132521081", "86778582069", "SPOUSE", "1997-06-02"]
["80309559746", "51352605215", "SPOUSE", "2016-10-27"]
["45892798683", "87118262521", "SPOUSE", "1976-02-28"]
["77888219035", "76465777888", "SIBLING", "2019-05-13"]
["97224291214", "77888219035", "OFFSPRING", "1999-02-04"]
["46730468386", "58814184889", "SPOUSE", "1985-04-19"]
["82526933183", "90792622874", "SPOUSE", "1984-09-14"]
["87474057898", "81479111671", "PARENT", "1972-08-21"]
["67245716854", "68243571508", "SIBLING", "2013-12-12"]
["97224291214", "75311164356", "SPOUSE", "1995-05-26"]
["77888219035", "16867894969", "PARENT", "2015-03-02"]
["69191273419", "62682190910", "SPOUSE", "1975-10-17"]
["51352605215", "58814184889", "SIBLING", "2016-01-08"]
["15003722057", "72309449583", "SPOUSE", "2015-09-21"]
["55059926183", "36405577647", "SIBLING", "1972-12-12"]
["81729767675", "86778582069", "SIBLING", "2003-10-16"]
["76468328120", "58814184889", "SPOUSE", "1974-01-02"]
["82526933183", "81041355243", "SPOUSE", "1981-08-09"]
["99015504057", "93395191107", "SIBLING", "2010-05-29"]
["55789494292", "18536238376", "SPOUSE", "2005-08-15"]
["31744245149", "90766043717", "SIBLING", "2007-05-14"]
["46730468386", "39778750260", "SPOUSE", "2004-02-19"]
["75311164356", "57074933189", "OFFSPRING", "2015-12-25"]
["64675292699", "19081257821", "SPOUSE", "1996-04-14"]
["19952263664", "31190689286", "SIBLING", "1987-03-07"]
["19652613981", "90857258083", "PARENT", "1985-03-25"]
["55789494292", "69448536714", "SIBLING", "2004-10-23"]
["36763226184", "89501156330", "SPOUSE", "1987-05-24"]
["40119347287", "33471662463", "SPOUSE", "1978-12-29"]
["65024499608", "86491215045", "SPOUSE", "1986-06-02"]
["46730468386", "67245716854", "SPOUSE", "2013-04-16"]
["45892798683", "86778582069", "SIBLING", "2017-09-23"]
["33471662463", "90857258083", "SPOUSE", "1998-04-28"]
["77888219035", "33446405930", "SIBLING", "2009-11-18"]
["57074933189", "77132792314", "SIBLING", "2004-03-13"]
["19952263664", "50534322010", "SPOUSE", "1972-04-09"]
["57074933189", "31744245149", "SPOUSE", "1970-03-21"]
["33553765741", "90792622874", "OFFSPRING", "2009-09-19"]
["27829673848", "22319008932", "SPOUSE", "2010-11-12"]
["86778582069", "81479111671", "SIBLING", "1989-10-11"]
["36405577647", "33553765741", "PARENT", "1971-07-05"]
["48070356279", "55059926183", "SIBLING", "1993-02-09"]
["80309559746", "87179915573", "SPOUSE", "1982-07-04"]
["33446405930", "87474057898", "SPOUSE", "2003-05-11"]
["81041355243", "82526933183", "SPOUSE", "1981-08-09"]
["71477117859", "90766043717", "OFFSPRING", "1995-03-23"]
["70232533224", "36191272611", "SPOUSE", "1977-12-07"]
["51481148599", "62682190910", "SPOUSE", "2017-06-15"]
["55059926183", "86491215045", "SIBLING", "2012-09-21"]
["92637325775", "33471662463", "OFFSPRING", "1989-05-16"]
["64675292699", "92132521081", "PARENT", "1976-01-17"]
["77132792314", "68457066061", "SPOUSE", "2005-05-08"]
["31190689286", "50534322010", "SIBLING", "2014-01-12"]
["87474057898", "84320556439", "SIBLING", "2011-06-25"]
["19081257821", "87474057898", "PARENT", "1994-10-17"]
["64675292699", "90208511396", "SPOUSE", "1971-06-18"]
["90792622874", "87179915573", "SIBLING", "1984-02-25"]
["62682190910", "18536238376", "SPOUSE", "2013-03-20"]
["51352605215", "67245716854", "SPOUSE", "1992-06-21"]
["76465777888", "86778582069", "SPOUSE", "2013-11-08"]
["31744245149", "33553765741", "SPOUSE", "1985-12-25"]
["30937646422", "81479111671", "SPOUSE", "1990-04-02"]
["11825927551", "88999167612", "SPOUSE", "1998-04-14"]
["81729767675", "10318184959", "SPOUSE", "2008-12-16"]
["68457066061", "46730468386", "SPOUSE", "1974-08-30"]
["60998193625", "46091309461", "SIBLING", "1996-07-19"]
["22319008932", "72309449583", "SIBLING", "1979-01-24"]
["30422525320", "10318184959", "SPOUSE", "1995-01-05"]
["69191273419", "51352605215", "SPOUSE", "1981-06-24"]
["39778750260", "51481148599", "SIBLING", "1981-03-21"]
["15292535857", "95975015130", "PARENT", "1974-03-22"]
["90208511396", "19769920845", "SIBLING", "1984-02-04"]
["31744245149", "93395191107", "SPOUSE", "1984-04-05"]
["30937646422", "36405577647", "SPOUSE", "2018-08-02"]
["81479111671", "86778582069", "SIBLING", "1989-10-11"]
["99015504057", "90208511396", "SIBLING", "2002-04-05"]
["69448536714", "30422525320", "PARENT", "1999-09-06"]
["93395191107", "99015504057", "SIBLING", "2010-05-29"]
["46519294740", "87474057898", "SIBLING", "2005-09-19"]
["19081257821", "88999167612", "SIBLING", "1981-02-09"]
["90766043717", "93325550487", "OFFSPRING", "1989-10-19"]
["11825927551", "19952263664", "OFFSPRING", "1974-04-04"]
["45892798683", "77888219035", "SIBLING", "1980-08-10"]
["93325550487", "68457066061", "SPOUSE", "1983-04-11"]
["56564771843", "27829673848", "SIBLING", "2018-08-14"]
["90766043717", "31190689286", "OFFSPRING", "2001-06-23"]
["22824903205", "65024499608", "SIBLING", "1989-09-02"]
["99015504057", "46730468386", "SIBLING", "2019-06-04"]
["70232533224", "69191273419", "SIBLING", "2002-05-21"]
["86778582069", "97321613111", "SIBLING", "1974-12-02"]
["30422525320", "68457066061", "SPOUSE", "1970-05-19"]
["31744245149", "69568323150", "SIBLING", "1985-09-13"]
["82526933183", "33471662463", "OFFSPRING", "1971-07-10"]
["72309449583", "93325550487", "PARENT", "2013-06-19"]
["86778582069", "45892798683", "SIBLING", "2017-09-23"]
["84320556439", "15292535857", "SIBLING", "2004-02-20"]
["72309449583", "82526933183", "OFFSPRING", "1991-12-13"]
["46730468386", "27829673848", "SIBLING", "2000-08-25"]
["19652613981", "27829673848", "SIBLING", "2016-03-16"]
["76465777888", "51352605215", "SPOUSE", "1975-02-02"]
["47674564865", "86778582069", "SIBLING", "1971-02-11"]
["33553765741", "11825927551", "SPOUSE", "1970-08-23"]
["97224291214", "62682190910", "SPOUSE", "2012-04-15"]
["71477117859", "67245716854", "SPOUSE", "1981-09-02"]
["40119347287", "67245716854", "OFFSPRING", "1977-04-25"]
["93325550487", "64675292699", "SPOUSE", "2015-05-27"]
["19769920845", "36191272611", "OFFSPRING", "1989-05-17"]
["51481148599", "60998193625", "OFFSPRING", "2003-07-21"]
["51074823863", "59095165555", "SPOUSE", "2004-01-08"]
["19652613981", "42043377667", "SPOUSE", "1984-05-04"]
["47674564865", "90857258083", "SIBLING", "1989-07-26"]
["67245716854", "67320326336", "PARENT", "2008-01-06"]
["36405577647", "76465777888", "PARENT", "1987-07-27"]
["31937916488", "31190689286", "PARENT", "1986-10-31"]
["90792622874", "62682190910", "OFFSPRING", "1970-08-07"]
["40119347287", "82410881555", "SIBLING", "1993-04-23"]
["40379122367", "46519294740", "SPOUSE", "1985-01-26"]
["87179915573", "68243571508", "PARENT", "1978-11-11"]
["81041355243", "97321613111", "PARENT", "1981-08-23"]
["93395191107", "21840356076", "SPOUSE", "1996-04-18"]
["70232533224", "88999167612", "SPOUSE", "2017-10-05"]
["22319008932", "51352605215", "PARENT", "1981-08-29"]
["62682190910", "10318184959", "SPOUSE", "1993-05-26"]
["70232533224", "97224291214", "SIBLING", "2012-02-08"]
["46730468386", "85113697370", "SIBLING", "1984-06-26"]
["11825927551", "81729767675", "SPOUSE", "1998-08-05"]
["81479111671", "30937646422", "SPOUSE", "1990-04-02"]
["51352605215", "45892798683", "PARENT", "1971-06-01"]
["33471662463", "82526933183", "PARENT", "1971-07-10"]
["45892798683", "46519294740", "SIBLING", "1994-12-05"]
["39778750260", "93395191107", "SIBLING", "2016-06-11"]
["87474057898", "69568323150", "SIBLING", "1993-12-26"]
["21840356076", "69448536714", "OFFSPRING", "2015-11-23"]
["80309559746", "77132792314", "SPOUSE", "1991-01-30"]
["22319008932", "87179915573", "SPOUSE", "2012-09-01"]
["90857258083", "80309559746", "SIBLING", "2002-09-20"]
["21840356076", "33553765741", "PARENT", "1972-02-29"]
["58814184889", "90857258083", "SPOUSE", "2004-10-01"]
["19652613981", "31190689286", "SIBLING", "1983-09-05"]
["93325550487", "58814184889", "SPOUSE", "2004-11-29"]
["85113697370", "65024499608", "SIBLING", "2011-12-20"]
["15003722057", "87118262521", "SIBLING", "1978-11-01"]
["33446405930", "30422525320", "PARENT", "1971-02-05"]
["76468328120", "69191273419", "SPOUSE", "1983-11-01"]
["87179915573", "22319008932", "SPOUSE", "2012-09-01"]
["36405577647", "65024499608", "SPOUSE", "2008-10-05"]
["85113697370", "95975015130", "SIBLING", "2019-10-26"]
["42167291116", "33471662463", "SIBLING", "1980-01-21"]
["19652613981", "97321613111", "SPOUSE", "1999-08-01"]
["87179915573", "77888219035", "PARENT", "2004-05-04"]
["68243571508", "69568323150", "SPOUSE", "2005-04-09"]
["10318184959", "33471662463", "OFFSPRING", "1995-09-09"]
["81729767675", "30937646422", "SIBLING", "1993-12-09"]
["92132521081", "90792622874", "SPOUSE", "1983-09-08"]
["51074823863", "69568323150", "SPOUSE", "1983-01-24"]
["69568323150", "46091309461", "SIBLING", "2008-08-10"]
["55059926183", "30422525320", "PARENT", "1989-11-01"]
["19952263664", "40379122367", "SIBLING", "1970-10-29"]
["88999167612", "21840356076", "PARENT", "1985-06-11"]
["39778750260", "40119347287", "SPOUSE", "1997-06-26"]
["49737196131", "36405577647", "SIBLING", "1973-02-08"]
["77888219035", "77132792314", "SIBLING", "1989-01-31"]
["80309559746", "90208511396", "SPOUSE", "2002-02-26"]
["46091309461", "60998193625", "SIBLING", "1996-07-19"]
["33471662463", "18536238376", "SPOUSE", "1994-01-06"]
["40119347287", "49737196131", "SIBLING", "1987-11-30"]
["68243571508", "55789494292", "SPOUSE", "2005-01-13"]
["93395191107", "22319008932", "PARENT", "1977-08-21"]
["84320556439", "36191272611", "SIBLING", "2017-03-22"]
["90857258083", "51481148599", "PARENT", "1972-05-15"]
["76468328120", "15292535857", "SPOUSE", "1996-07-13"]
["86491215045", "92132521081", "SIBLING", "1985-12-17"]
["15003722057", "33471662463", "SIBLING", "1973-05-10"]
["40379122367", "19952263664", "SIBLING", "1970-10-29"]
["80309559746", "62682190910", "PARENT", "2017-08-01"]
["95975015130", "47674564865", "SPOUSE", "1986-03-16"]
["68457066061", "16867894969", "SPOUSE", "2006-09-18"]
["82410881555", "11825927551", "PARENT", "1987-06-27"]
["42043377667", "70232533224", "PARENT", "1999-06-28"]
["33471662463", "81479111671", "SPOUSE", "2010-06-07"]
["82410881555", "97321613111", "SIBLING", "2004-09-13"]
["80309559746", "15003722057", "SPOUSE", "2002-11-04"]
["72309449583", "40379122367", "SIBLING", "2003-11-06"]
["86778582069", "70232533224", "SIBLING", "1978-08-25"]
["77888219035", "90208511396", "PARENT", "2018-05-14"]
["97224291214", "89099625554", "SIBLING", "2000-04-06"]
["77888219035", "87118262521", "SPOUSE", "1992-11-30"]
["67245716854", "71477117859", "SPOUSE", "1981-09-02"]
["87179915573", "77132792314", "OFFSPRING", "1973-10-06"]
["90857258083", "65024499608", "SPOUSE", "2017-01-26"]
["55789494292", "40379122367", "SPOUSE", "2006-07-26"]
["31190689286", "19952263664", "SIBLING", "1987-03-07"]
["31190689286", "19652613981", "SIBLING", "1983-09-05"]
["15292535857", "62682190910", "PARENT", "2004-05-27"]
["68243571508", "51074823863", "PARENT", "1978-04-26"]
["49737196131", "68243571508", "SIBLING", "2017-10-09"]
["86491215045", "55059926183", "SIBLING", "2012-09-21"]
["10318184959", "49737196131", "SPOUSE", "2018-07-28"]
["90792622874", "60998193625", "SPOUSE", "1978-10-10"]
["87118262521", "19769920845", "PARENT", "2009-07-11"]
["36191272611", "16867894969", "PARENT", "2006-10-19"]
["42043377667", "69191273419", "SPOUSE", "1971-06-02"]
["75670892400", "19769920845", "SPOUSE", "1990-03-13"]
["70232533224", "50534322010", "SPOUSE", "1987-02-28"]
["92637325775", "58814184889", "SIBLING", "2002-02-02"]
["30422525320", "81041355243", "OFFSPRING", "2004-09-27"]
["57074933189", "76465777888", "SPOUSE", "2010-10-15"]
["48070356279", "69568323150", "SPOUSE", "2004-12-29"]
["81729767675", "46519294740", "PARENT", "1976-04-16"]
["59095165555", "60998193625", "SPOUSE", "1976-05-24"]
["60998193625", "10318184959", "OFFSPRING", "1987-06-23"]
["40119347287", "46519294740", "SPOUSE", "2018-05-18"]
["27829673848", "64675292699", "SPOUSE", "1978-02-04"]
["19769920845", "19952263664", "OFFSPRING", "1992-10-14"]
["40379122367", "67245716854", "OFFSPRING", "1989-06-14"]
["48070356279", "65024499608", "OFFSPRING", "2015-06-20"]
["40379122367", "39778750260", "SPOUSE", "1981-03-20"]
["68457066061", "33446405930", "SIBLING", "1986-04-08"]
["33471662463", "90766043717", "SIBLING", "2013-08-22"]
["68243571508", "89099625554", "SPOUSE", "2001-08-23"]
["19952263664", "27829673848", "OFFSPRING", "2019-08-28"]
["10969146971", "69568323150", "OFFSPRING", "1978-12-30"]
["62682190910", "15292535857", "OFFSPRING", "2004-05-27"]
["86491215045", "77132792314", "OFFSPRING", "1999-08-11"]
["49737196131", "51074823863", "OFFSPRING", "1970-03-16"]
["42043377667", "31190689286", "SPOUSE", "1976-05-17"]
["42043377667", "90857258083", "PARENT", "1978-06-09"]
["77132792314", "87179915573", "PARENT", "1973-10-06"]
["46519294740", "65024499608", "SIBLING", "1971-05-09"]
["87118262521", "18536238376", "PARENT", "1992-02-09"]
["81041355243", "90857258083", "SIBLING", "2002-04-06"]
["31744245149", "30422525320", "SPOUSE", "1980-03-27"]
["92132521081", "64675292699", "OFFSPRING", "1976-01-17"]
["55059926183", "93395191107", "OFFSPRING", "2016-12-09"]
["65024499608", "51481148599", "PARENT", "1987-10-07"]
["61082455547", "36191272611", "OFFSPRING", "1978-08-05"]
["46519294740", "42167291116", "SIBLING", "2009-06-13"]
["90208511396", "81479111671", "OFFSPRING", "1989-03-02"]
["15003722057", "33446405930", "OFFSPRING", "1971-07-20"]
["86778582069", "81729767675", "SIBLING", "2003-10-16"]
["87179915573", "99015504057", "OFFSPRING", "1994-05-04"]
["82410881555", "90857258083", "PARENT", "2014-10-16"]
["19952263664", "19769920845", "PARENT", "1992-10-14"]
["36191272611", "87179915573", "SIBLING", "2002-05-01"]
["85113697370", "51481148599", "OFFSPRING", "1996-05-30"]
["68457066061", "89501156330", "PARENT", "1984-08-28"]
["67245716854", "51352605215", "SPOUSE", "1992-06-21"]
["85113697370", "87474057898", "SPOUSE", "2014-02-23"]
["90857258083", "47674564865", "SIBLING", "1989-07-26"]
["40119347287", "81041355243", "SIBLING", "2004-04-05"]
["57074933189", "33553765741", "SPOUSE", "2011-02-18"]
["21840356076", "57074933189", "OFFSPRING", "1972-06-11"]
["62682190910", "97224291214", "SPOUSE", "2012-04-15"]
["47674564865", "19952263664", "SPOUSE", "1973-11-10"]
["64675292699", "21840356076", "SPOUSE", "2001-02-27"]
["36763226184", "90792622874", "SPOUSE", "1998-12-12"]
["46730468386", "70232533224", "SPOUSE", "1977-09-11"]
["51074823863", "74538292115", "SPOUSE", "1991-07-18"]
["55789494292", "48070356279", "SPOUSE", "1989-08-28"]
["10318184959", "90792622874", "SPOUSE", "1982-09-21"]
["10318184959", "10969146971", "PARENT", "1990-10-18"]
["77132792314", "51352605215", "SIBLING", "2003-01-02"]
["51481148599", "77132792314", "SPOUSE", "2006-03-09"]
["33553765741", "19952263664", "SIBLING", "1970-12-02"]
["81729767675", "90792622874", "SIBLING", "1975-10-20"]
["77132792314", "77888219035", "SIBLING", "1989-01-31"]
["10969146971", "36405577647", "SPOUSE", "1980-04-11"]
["19652613981", "82526933183", "OFFSPRING", "1991-11-25"]
["15292535857", "36405577647", "SPOUSE", "1970-11-26"]
["59095165555", "55059926183", "OFFSPRING", "1971-09-15"]
["89099625554", "60998193625", "SIBLING", "1981-02-15"]
["81729767675", "92637325775", "PARENT", "1976-03-31"]
["45892798683", "75899312417", "SIBLING", "1977-03-11"]
